article_id,date,title,url,domain,tags,is_commentary,entities,relevance,event_id,burst_start_date,classification_status,summary
626.0,2026-02-05 14:00:39,Secured Finance、UBSトークン化MMFを担保にJPYC・USDCの借入が可能に - CoinPost,https://coinpost.jp/?p=684936,coinpost.jp,活用事例、提携・連携,0.0,Secured Finance AG、DigiFT、UBS Asset Management,75.0,EVT-20260205-01,2026-02-05,done,Secured Finance AGとDigiFTが提携し、UBS Asset Managementが発行するトークン化MMF「uMINT」を担保としてJPYCやUSDCを借り入れできる仕組みを構築した。これにより、トークン化RWA保有者は資産を売却せずに流動性を確保でき、規制下のRWAとDeFiを実運用レベルで接続する重要な一歩となる。
627.0,2026-02-05 15:20:24,羽田空港でステーブルコイン決済実証開始、ネットスターズに聞く技術選定の背景 - CoinPost,https://coinpost.jp/crypto/interview/netstars-stablecoin-haneda/,coinpost.jp,実証実験、取扱い・対応,0.0,ネットスターズ、WEA JAPAN、羽田空港、Solana,45.0,,,done,日本空港ビルデングとネットスターズは1月26日、羽田空港第3ターミナルで米ドル建てステーブルコインUSDCの決済実証を開始した。MetaMaskウォレットで生成したQRコードを店舗で提示して支払う仕組みで、高速処理が可能なソラナネットワークを採用し、インバウンド客向けに英語対応や為替レート表示などの工夫を施している。
629.0,2026-02-05 17:00:00,トークン化RWAを担保にJPYC/USDCの借入が可能に──Secured Finance、DigiFTと提携して実装（NADA NEWS） - Yahoo!ニュース,https://news.yahoo.co.jp/articles/c96bcf90cdc68f6368408c5e61453c0be75724c2,news.yahoo.co.jp,提携・連携、活用事例,0.0,Secured Finance、DigiFT、UBS Asset Management,75.0,EVT-20260205-01,2026-02-05,done,Secured FinanceはDigiFTとのパートナーシップにより、トークン化RWAをDeFiプロトコルに統合し、UBS Asset Managementのトークン化MMF「uMINT」を担保にしてJPYC/USDCなどのステーブルコインを借り入れることを可能にした。この取り組みにより、担保を暗号資産からRWAへ拡大し、トークン化資産の活用を「取引」から「担保・資金調達」へ拡張することで、オンチェーン金融の実装を促進する。
628.0,2026-02-05 17:00:00,Secured Finance、UBSのトークン化MMF「uMINT」担保にUSDC・JPYC借入可能に。DigiFTと提携で（あたらしい経済） - Yahoo!ニュース,https://news.yahoo.co.jp/articles/404671f9b3d0b5824e0336427068051bdbfd4a56,news.yahoo.co.jp,活用事例、提携・連携,0.0,Secured Finance、UBSアセットマネジメント、DigiFT,75.0,EVT-20260205-01,2026-02-05,done,DeFi固定金利レンディングプロトコル「Secured Finance」は、UBSのトークン化MMF「uMINT」を担保にJPYC・USDC等のステーブルコイン借り入れが可能になったと発表した。DigiFT経由で保有するuMINTを担保として拠出することで借り入れが実現し、トークン化資産を担保・資金調達に活用できるようになった。今後、両社は対象RWAを他のトークン化ファンドや債券等に拡張し、オンチェーン資金効率化の利用シーン拡張を推進するとしている。
630.0,2026-02-05 17:00:00,Secured Finance、DigiFTと提携しトークン化RWA担保のオンチェーン資金調達を実装 - PR TIMES,https://prtimes.jp/main/html/rd/p/000000003.000172212.html,prtimes.jp,提携・連携、活用事例,0.0,Secured Finance AG、DigiFT、UBS Asset Management,45.0,EVT-20260205-01,2026-02-05,done,Secured Finance AGはDigiFTとの提携により、UBS Asset Managementのトークン化MMF「uMINT」をSecured Finance上で担保として活用し、JPYCやUSDC等のステーブルコインによるオンチェーン資金調達を可能にしました。本統合により、トークン化資産を「保有・取引」だけでなく「担保・資金調達」に活用することで、TradFiとDeFiの融合を実現し、オンチェーン金融インフラの実用化を推進します。
636.0,2026-02-06 02:00:00,JPYCとアステリアが資本業務提携──ステーブルコインの「トレジャリー」活用など共同検討(NADA NEWS) - Yahoo!ファイナンス,https://finance.yahoo.co.jp/news/detail/108e873f1a782c5d5aac956a9de3cdf9c370f615,finance.yahoo.co.jp,提携・連携、取扱い・対応,0.0,アステリア、ASTERIA Warp、Click,85.0,EVT-20260204-01,2026-02-04,done,JPYC社とアステリアが資本業務提携に合意し、相互に株式を保有することで関係を強化する。両社はブロックチェーン技術を活用した決済インフラの普及に向けて協業を本格化させ、企業の財務管理やステーブルコイン市場の活性化に向けて連携していく方針である。
631.0,2026-02-06 02:00:00,JPYC、1月は採用ラッシュ｜Ponta連携やLINE協業で実需拡大 - crypto-times.jp,https://crypto-times.jp/news-jpc-sees-hiring-surge-in-january/,crypto-times.jp,活用事例、取扱い・対応、提携・連携,0.0,HashPort、Ponta、LINE NEXT、Morpho,95.0,EVT-20260206-01,2026-02-06,done,日本円ステーブルコインJPYCのエコシステムが2026年1月に新たなフェーズへ突入し、HashPortのウォレットアプリでガス代無料化、1.3億人会員基盤のPontaポイントからの交換開始、三井住友カードやりそな銀行などの大手金融機関による決済実証実験が相次いでいます。また、DeFiではMorphoにJPYCマーケットが組成され、LINEヤフーグループとの協業検討も発表されるなど、実社会での決済利用とグローバル金融の双方で活用事例が拡大しています。
635.0,2026-02-06 02:00:00,トークン化RWAを担保にJPYC/USDCの借入が可能に──Secured Finance、DigiFTと提携して実装(NADA NEWS) - Yahoo!ファイナンス,https://finance.yahoo.co.jp/news/detail/c96bcf90cdc68f6368408c5e61453c0be75724c2,finance.yahoo.co.jp,提携・連携、活用事例,0.0,Secured Finance、DigiFT、UBS Asset Management,75.0,EVT-20260205-01,2026-02-05,done,Secured FinanceはDigiFTとのパートナーシップにより、トークン化RWAをDeFiプロトコルに統合し、UBS Asset Managementの「uMINT」を担保としてJPYC/USDCなどのステーブルコインを借り入れることが可能になった。これにより、従来の仮想通貨担保からRWA担保へと拡大し、オンチェーン金融の実装を加速させる取り組みである。
633.0,2026-02-06 02:00:00,Secured Finance、UBSトークン化MMFを担保にJPYC・USDCの借入が可能に(CoinPost) - Yahoo!ファイナンス,https://finance.yahoo.co.jp/news/detail/53dfc12fc47e15eec9ef7062f3e77da8541380bf,finance.yahoo.co.jp,提携・連携、活用事例,0.0,Secured Finance AG、DigiFT、UBS Asset Management,85.0,EVT-20260205-01,2026-02-05,done,Secured FinanceとDigiFTの提携により、UBS Asset Managementのトークン化マネー・マーケット・ファンド「uMINT」を担保として、JPYCやUSDCを借り入れできる仕組みが実現した。これにより、トークン化RWA保有者は資産を売却せずに流動性を確保でき、TradFiとDeFiの融合がオンチェーン資金調達の実運用へ進むことになる。
637.0,2026-02-06 02:00:00,JPYCとアステリア、資本提携で決済インフラ強化｜企業向けトレジャリー活用も - bittimes.net,https://bittimes.net/news/217070.html,bittimes.net,提携・連携、活用事例,0.0,アステリア株式会社、B2B決済、マイナカード,95.0,EVT-20260204-01,2026-02-04,done,JPYC株式会社とアステリア株式会社は2026年2月4日に資本業務提携を合意し、株式の相互保有を通じてブロックチェーン技術を活用した決済インフラの構築に取り組みます。両社はJPYCを活用したB2B決済や自治体向けデジタル決済基盤の構築、データ連携技術の活用などを進める予定です。
632.0,2026-02-06 02:00:00,〈Market SCOPE〉ステーブルコイン「JPYC」発行額10億円に 国債需要は増えるか - 日本経済新聞,https://www.nikkei.com/nkd/industry/article/%3FDisplayType%3D2%26n_m_code%3D121%26ng%3DDGKKZO94208020U6A200C2ENG000,nikkei.com,市場・統計、発行・資金,0.0,JPYC株式会社、国債、DeFi,85.0,EVT-20260203-01,2026-02-03,done,円建てステーブルコイン「JPYC」の累計発行額が開始から約3カ月で10億円に到達した。DeFiで活用する個人などが多く利用しており、JPYCは今後3年で10兆円の発行目標を掲げている。
634.0,2026-02-06 02:00:00,JPYCとアステリアが資本業務提携──ステーブルコインの「トレジャリー」活用など共同検討(NADA NEWS) - Yahoo!ファイナンス,https://finance.yahoo.co.jp/news/detail/108e873f1a782c5d5aac956a9de3cdf9c370f615/photo/view-001,finance.yahoo.co.jp,提携・連携,0.0,アステリア、JPYC株式会社、資本業務提携,85.0,EVT-20260204-01,2026-02-04,done,日本円ステーブルコイン「JPYC」を発行・運営するJPYC社は、東証プライム上場のアステリアと資本業務提携を行う。両社はステーブルコインの「トレジャリー」活用などについて共同検討する。
638.0,2026-02-06 02:09:59,アステリアとJPYCが資本業務提携、ステーブルコイン普及へ - Cryptonews,https://cryptonews.com/jp/news/jpyc-asteria-partnership-stablecoin-adoption/,cryptonews.com,提携・連携,0.0,アステリア、ASTERIA、東証プライム,85.0,EVT-20260204-01,2026-02-04,done,JPYC株式会社は東証プライム上場企業のアステリアと資本業務提携を発表し、ブロックチェーン技術の社会実装を加速させることを目指している。データ連携に強みを持つアステリアの技術力と、日本円ステーブルコインのJPYCが連携することで、新たな決済ソリューション開発や企業間取引での活用拡大が期待されている。
639.0,2026-02-06 11:11:33,Secured Finance、RWA担保でステーブルコインJPYC借入可に - Cryptonews,https://cryptonews.com/jp/news/secured-finance-digift-rwa-collateral-partnership/,cryptonews.com,提携・連携、活用事例,0.0,Secured Finance AG、DigiFT、UBSアセット・マネジメント,75.0,EVT-20260205-01,2026-02-05,done,スイスのSecured Finance AGがシンガポールのDigiFTと戦略的提携を結び、UBSアセット・マネジメントが発行するトークン化マネー・マーケット・ファンド「uMINT」を担保として、ステーブルコインJPYCやUSDCの借入が可能になった。この取り組みは、トークン化資産を単なる取引の対象から担保・資金調達手段へと拡張する初の事例であり、伝統的金融とDeFiの融合を加速させるものである。
640.0,2026-02-06 12:51:13,JPYRとは？日本円ステーブルコインの特徴を徹底解説｜2026年 - 99Bitcoins,https://99bitcoins.com/jp/cryptocurrency/what-is-jpyr/,99bitcoins.com,解説・論説、競合・市場環境,1.0,JPYR、JPYC、金融庁,35.0,,,done,JPYRは、円の価値を保ったままグローバルなWeb3で使用することを目指した日本円連動型ステーブルコインです。日本円ステーブルコインは1円＝1トークンの価値を維持し、ブロックチェーン上での決済・送金・DeFiなどの実用シーンでの活用が進んでいます。金融庁によるステーバルコイン専管部署の新設や準備資産ルールの見直しなど、制度整備が進み始めています。
641.0,2026-02-07 15:40:14,JPYC流通量が4.4億円突破、1人あたり平均保有額は5428円に - crypto-times.jp,https://crypto-times.jp/news-jpy-c-in-circulation-exceeds-440-million-yen/,crypto-times.jp,市場・統計,0.0,Dune、Triaカード、Bitget,75.0,EVT-20260207-01,2026-02-07,done,日本円ステーブルコイン「JPYC」の総流通量が2月7日時点で約4億4570万円に達し、1アドレスあたりの平均保有額は5410円となりました。年初の減少トレンドから回復基調にある一方で、保有者アドレス数は2025年12月23日のピークから減少し続けており、ユーザー層の絞り込みが進みながらも残存ユーザーの保有密度が高まっている状況が示されています。
642.0,2026-02-10 14:14:16,JPYRとは？日本円ステーブルコインとしての強みを徹底解説 - Cryptonews,https://cryptonews.com/jp/cryptocurrency/what-is-jpyr/,cryptonews.com,解説・論説、競合・市場環境,1.0,JPYR、JPYC、SBIホールディングス,45.0,,,done,JPYRは、日本円に価値が連動するステーブルコインで、Fireblocks基盤のセキュリティと世界基準のグローバル拡張性を備えており、IZAKA-YAウォレットでのレンディング運用が可能です。2026年の金融庁によるステーブルコイン専門部署設立により市場が成熟する中で、国内に最適化されたJPYCやSBIの銀行系プロジェクトとは異なり、DeFiや国際送金への対応に強みを持つグローバル型として注目されています。
643.0,2026-02-10 15:54:23,ステーブルコイン関連株銘柄10選｜時価総額順に徹底解説 - CoinPost,https://coinpost.jp/stock/stablecoin-themed/,coinpost.jp,競合・市場環境、解説・論説,1.0,KDDI、三菱UFJフィナンシャル・グループ、SBIホールディングス、シンプレクス・ホールディングス,35.0,,,done,2024年6月に施行された改正資金決済法により、日本でステーブルコイン市場が本格化し、メガバンク、通信大手、フィンテック企業など主要企業が続々と参入しています。本記事では、ステーブルコイン関連事業に取り組む10企業を時価総額順に紹介し、各企業の事業内容と投資のポイント、時価総額別の投資戦略を詳しく解説しています。
644.0,2026-02-10 18:11:05,「国全体を考慮した戦略としてステーブルコインをどのように扱うのか議論が必要だ。 伝統金融の観点から見れば国益を害する」 10日、第1回ワールドクリプトフォーラム(WCF)で「ステーブルコイン時代の通貨.. - 매일경제,https://www.mk.co.kr/jp/stock/11959056,mk.co.kr,解説・論説、競合・市場環境,1.0,岡部憲孝、ワールドクリプトフォーラム、マイナーウォレット、日本金融庁,65.0,EVT-20260210-01,2026-02-10,done,JPYC代表の岡部憲孝は第1回ワールドクリプトフォーラムで、アジア諸国がステーブルコインを通じてドル依存度を低減し自国通貨の競争力を確保する必要があると述べた。日本で初めて発行された円ステーブルコインJPYCは昨年10月27日の発行から約3か月で11億円を超える累積発行額を記録し、毎月30%以上成長している。パネル討論では、韓国や日本が米国のステーブルコイン後発走者であるため、独自の流動性構築と活用先の拡大を急ぐ必要があるという指摘が共通して挙げられた。
645.0,2026-02-11 02:00:00,JPYC代表、エリック氏と面会｜将来のUSD直接交換に期待 - crypto-times.jp,https://crypto-times.jp/news-meeting-with-jpc-representative-eric/,crypto-times.jp,提携・連携,0.0,エリック・トランプ氏、トランプファンデーション、USD1,65.0,EVT-20260211-01,2026-02-11,done,JPYC社の代表取締役である岡部典孝氏が、トランプ大統領の息子であるエリック・トランプ氏と会談し、将来的にUSD1とJPYCが直接交換可能になる可能性について言及されました。JPYCはこれまでマイナンバーカードタッチ決済やQRコード決済への対応など、実需拡大に向けた取り組みを進めており、トランプ関係者との対話を通じてステーブルコインの利便性向上が期待されています。
646.0,2026-02-12 00:00:00,【「ステーブルコインフォーラム」開催案内】 JPYC社 資金移動業者登録から半年！ステーブルコインの現在地と展望は？ 岡部典孝氏（JPYC）＆ 平野洋一郎（アステリア）が解説 | プレスリリース | ニュース - アステリア株式会社,https://jp.asteria.com/news/2026021227544/,jp.asteria.com,提携・連携、解説・論説,1.0,岡部典孝、平野洋一郎、アステリア株式会社,72.0,EVT-20260204-01,2026-02-04,done,本フォーラムでは、JPYC社の岡部典孝代表が資金移動業者登録後半年間における日本円建てステーブルコイン「JPYC」の利用動向と事業環境の変化について解説し、アステリア代表の平野洋一郎が「JPYCゲートウェイ」などを通じたステーブルコイン活用の可能性を紹介します。後半では両社代表による対談でステーブルコイン市場の展望と注目論点について議論します。
647.0,2026-02-12 17:00:00,野村HDと大和証券G、3メガ銀と連携しステーブルコイン活用の証券即時決済を実証へ - ビジネス+IT,https://www.sbbit.jp/article/fj/180639,sbbit.jp,実証実験、提携・連携、競合・市場環境、解説・論説,1.0,野村ホールディングス、大和証券、SBIホールディングス、Progmat,25.0,,,done,野村HDと大和証券が3メガバンクと連携し、ステーブルコインを決済手段として株式や債券などをブロックチェーン上で即時決済する実証実験を実施する。これにより従来数日要していた証券決済を即座に完了させることが可能になり、海外の金融デジタル化に対抗する狙いがある。
649.0,2026-02-13 02:00:00,【「ステーブルコインフォーラム」開催案内】JPYC社 資金移動業者登録から半年！ステーブルコインの現在地と展望は？岡部典孝氏（JPYC）＆ 平野洋一郎（アステリア）が解説：マピオンニュースの注目トピック - マピオン,https://www.mapion.co.jp/news/release/000000399.000010008/,mapion.co.jp,提携・連携,0.0,アステリア株式会社、岡部典孝、平野洋一郎,45.0,EVT-20260204-01,2026-02-04,done,アステリア株式会社とJPYC株式会社は、JPYC社が資金移動業者として登録されてから半年を迎えるにあたり、2月17日18時からYouTubeライブで「ステーブルコインフォーラム」を開催し、岡部典孝氏と平野洋一郎氏がステーブルコインの現状と展望について解説する。
648.0,2026-02-13 02:00:00,【「ステーブルコインフォーラム」開催案内】JPYC社 資金移動業者登録から半年！ステーブルコインの現在地と展望は？岡部典孝氏（JPYC）＆ 平野洋一郎（アステリア）が解説 - PR TIMES,https://prtimes.jp/main/html/rd/p/000000399.000010008.html,prtimes.jp,提携・連携,0.0,アステリア株式会社、岡部典孝、平野洋一郎,65.0,EVT-20260204-01,2026-02-04,done,アステリア株式会社とJPYC株式会社は、2026年2月17日にステーブルコインフォーラムをYouTubeライブで開催します。本フォーラムでは、JPYC社が資金移動業者として登録されてから半年の節目を迎えるにあたり、日本円建てステーブルコイン「JPYC」の利用動向や事業環境の変化、実社会におけるステーブルコイン活用の可能性について、両社の代表が対談形式で議論します。
650.0,2026-02-13 13:00:30,株式会社イオレ、次世代カンファレンス「MoneyX 2026」のプラチナスポンサーに決定 - CoinPost,https://coinpost.jp/?p=688995,coinpost.jp,提携・連携,0.0,株式会社イオレ、MoneyX 2026、Neo Crypto Bank構想,35.0,,,done,株式会社イオレが、2026年2月27日にザ・プリンス パークタワー東京で開催される次世代金融カンファレンス「MoneyX 2026」のプラチナスポンサーに決定した。イオレは「Neo Crypto Bank構想」を推進しており、2026年1月から暗号資産レンディングサービス「らくらくちょコイン」の提供を開始し、今後決済・ウォレット機能を統合したスーパーアプリの2027年度公開を目指している。
651.0,2026-02-13 17:00:00,シンプレクス株式会社、次世代カンファレンス「MoneyX 2026」のゴールドスポンサーに決定 - PR TIMES,https://prtimes.jp/main/html/rd/p/000000286.000033850.html,prtimes.jp,提携・連携,0.0,シンプレクス株式会社、MoneyX 2026、WebX実行委員会,45.0,,,done,シンプレクス株式会社が、2026年2月27日にザ・プリンス パークタワー東京で開催される次世代金融カンファレンス「MoneyX」のゴールドスポンサーに決定しました。本カンファレンスはステーブルコインを軸に「通貨の進化と社会実装」をテーマとし、制度・産業・社会・文化の各レイヤーを横断して通貨の再定義を議論します。
652.0,2026-02-14 02:00:00,ITCEN GLOBAL JPYC 三井物産とRWA協業強化 - CHOSUNBIZ - Chosunbiz,https://biz.chosun.com/jp/jp-it/2026/02/13/CFIV4KJ42RD77MHJ6IROOLU2LU/,biz.chosun.com,提携・連携,0.0,ITCEN GLOBAL、三井物産、RWA市場,65.0,EVT-20260214-01,2026-02-14,done,ITCEN GLOBALは日本のJPYC、三井物産と共に、グローバルな実物連動資産（RWA）市場の主導権確保に向けたパートナーシップを再確認した。3社は実物金のオンチェーン化と10兆ウォン規模のデジタル金融エコシステム構築を目指し、各社の能力を結集して金連動RWA「Kゴールド」を中核にグローバル市場での金融サービス提供を計画している。
653.0,2026-02-14 09:47:22,JPYC流通量が4.9億円突破、LINE・Ponta連携で需要拡大 - crypto-times.jp,https://crypto-times.jp/news-jpy-c-in-circulation-exceeds-490-million-yen/,crypto-times.jp,市場・統計、活用事例,0.0,Ponta、LINE、Dune,85.0,EVT-20260207-01,2026-02-07,done,日本円ステーブルコインであるJPYCの流通量が2026年2月14日時点で4億9100万円を突破し、1週間で4億4570万円から拡大しました。1アドレスあたりの平均保有額も5410円から5973円に増加し、PontaポイントやLINEとの連携などの施策により、決済インフラとしての存在感を強めています。
654.0,2026-02-18 17:00:00,次世代金融カンファレンス「MoneyX 2026」に、社長の平野洋一郎が登壇！JPYC代表の岡部典孝氏との対談で、ステーブルコイン社会実装の最前線を語る - PR TIMES,https://prtimes.jp/main/html/rd/p/000000402.000010008.html,prtimes.jp,提携・連携、活用事例,0.0,アステリア株式会社、平野洋一郎、岡部典孝、MoneyX 2026,65.0,EVT-20260204-01,2026-02-04,done,アステリア株式会社の平野洋一郎社長は、2026年2月27日にザ・プリンスパークタワー東京で開催される次世代金融カンファレンス「MoneyX 2026」にタイトルスポンサーとして参画し、JPYC株式会社の岡部典孝代表との対談でステーブルコインによる金融システムの変革について議論するとともに、新サービス「JPYCゲートウェイ」のデモンストレーションを初公開する。
655.0,2026-02-18 17:11:29,JPYCとUSDCに対応、次世代決済「BluePay」が開始 - crypto-times.jp,https://crypto-times.jp/news-next-generation-payment-service-bluepay-launched/,crypto-times.jp,活用事例、取扱い・対応,0.0,株式会社Maximal、BluePay、USDC,75.0,EVT-20260218-01,2026-02-18,done,株式会社Maximalは2月17日より、JPYCとUSDCに対応した次世代型決済インフラサービス「BluePay」の正式提供を開始しました。本サービスは法定通貨とステーブルコインを統合するハイブリッド型決済基盤として、既存決済システムの段階的清算構造や高コスト体質といった課題に対し、即時性、低コスト、透明性、国際互換性を実現します。
656.0,2026-02-19 03:07:01,JPYC・USDC対応のハイブリッド決済基盤「BluePay」が登場｜国内インフラ変革へ - bittimes.net,https://bittimes.net/news/217660.html,bittimes.net,取扱い・対応、活用事例,0.0,株式会社Maximal、BluePay、USDC,85.0,EVT-20260218-01,2026-02-18,done,株式会社Maximalは2026年2月17日、JPYCとUSDCの両方に対応するハイブリッド型決済基盤「BluePay」の提供を開始しました。本サービスは従来の決済システムにおける清算遅延やコスト負担、越境取引の複雑さといった課題を改善し、企業や個人事業者がステーブルコイン決済を活用できる環境を整備するものです。
657.0,2026-02-19 17:00:00,JCB、デジタルガレージ、りそなHD、実店舗におけるステーブルコイン決済の実証実験を開始 - PR TIMES,https://prtimes.jp/main/html/rd/p/000001347.000011361.html,prtimes.jp,実証実験、取扱い・対応、提携・連携,0.0,JCB、デジタルガレージ、りそなホールディングス、マイナウォレット,85.0,EVT-20260219-01,2026-02-19,done,JCB、デジタルガレージ、りそなHD、マイナウォレットの4社は、2026年2月24日から3月2日にかけて東京都渋谷区の実店舗で、USDCとJPYCのステーブルコイン決済の実証実験を実施する。本実験では、消費者がセルフカストディウォレットで実店舗においてステーブルコイン決済を行うスキームを検証し、店舗は最終的に日本円で売上を受け取るモデルを想定している。
658.0,2026-02-20 13:00:00,JCBら4社、渋谷の実店舗でステーブルコイン決済実験 - Impress Watch,https://www.watch.impress.co.jp/docs/news/2087572.html,watch.impress.co.jp,実証実験、取扱い・対応,0.0,JCB、デジタルガレージ、りそなホールディングス、マイナウォレット,75.0,EVT-20260219-01,2026-02-19,done,JCB、デジタルガレージ、りそなホールディングス、マイナウォレットの4社は、2月24日～3月2日に東京都渋谷区のPangaea Cafe & Barでステーブルコイン決済の実証実験を実施する。実験ではUSDAおよびJPYCを対象に、ユーザー体験からブロックチェーン処理、決済後業務までの一連プロセスを検証し、実務上の課題を洗い出す。
659.0,2026-02-20 13:49:44,JCB・デジタルガレージ・りそな、渋谷のカフェで「USDC」と「JPYC」の決済実証実験へ - あたらしい経済,https://www.neweconomy.jp/posts/549107,neweconomy.jp,実証実験、提携・連携,0.0,JCB、デジタルガレージ、りそなホールディングス、マイナウォレット社,95.0,EVT-20260219-01,2026-02-19,done,JCB、デジタルガレージ、りそなホールディングスの3社がマイナウォレット社とともに、2月24日～3月2日に渋谷パルコDGビル内のカフェで、USDCとJPYCを用いたステーブルコイン決済の実証実験を実施する。本実験では、消費者のセルフカストディウォレットによる実店舗決済と、店舗側の日本円での売上受取スキームを検証し、将来的なステーブルコイン決済の社会実装に向けた知見を蓄積する。
660.0,2026-02-20 17:00:00,株式会社unipleが日本円ステーブルコイン活用のWeb3決済プラットフォーム「uniple」をプレリリース - コマースピック,https://www.commercepick.com/archives/86177,commercepick.com,活用事例、取扱い・対応,0.0,株式会社uniple、JPYC、Web3決済プラットフォーム,75.0,EVT-20260220-01,2026-02-20,done,株式会社unibleは、日本円ステーブルコイン「JPYC」を用いたWeb3決済プラットフォーム「uniple」のプレリリースを発表しました。業界最安水準の手数料1%と売上の即時自動分配機能により、従来の投げ銭プラットフォームの高い手数料と長い入金サイクルの課題を解決するとともに、インボイス対応の領収書発行や税理士監修の明細出力機能でクリエイターの収益化と企業の経理DXを支援します。
661.0,2026-02-21 00:32:47,株式会社unipleがJPYCを活用した新しいWeb3決済プラットフォームを発表、即時分配機能が魅力 - ニュースメディアVOIX,https://voix.jp/money/card/29044/,voix.jp,活用事例、取扱い・対応,0.0,株式会社uniple、uniple、Web3決済プラットフォーム,85.0,EVT-20260220-01,2026-02-20,done,株式会社unipleは、日本円ステーブルコイン「JPYC」を活用したWeb3決済プラットフォーム「uniple」をプレリリースした。本プラットフォームは売上の即時分配機能と業界最安級の手数料1%を特徴とし、インボイス対応の領収書発行や税理士監修の明細出力機能を搭載することで、クリエイターの収益化支援と企業の経理業務の自動化を実現している。
662.0,2026-02-21 02:00:00,日本東京の店舗で円ステーブルコインJPYC、ドルステーブルコインUSDCなど、ユーザーが希望する通貨で簡単にデジタル決済をする実証実験が始まる。 店舗は円で精算してもらえる。20日付の毎日新聞によると.. - 매일경제,https://www.mk.co.kr/jp/stock/11967036,mk.co.kr,実証実験、提携・連携,0.0,デジタルガレージ、JCB、りそなホールディングス,75.0,EVT-20260219-01,2026-02-19,done,日本東京の店舗で、マイナウォレット、デジタルガレージ、JCB、りそなホールディングスが共同で、ユーザーがJPYCやUSDCなどのステーブルコインで決済でき、店舗は円で精算される実証実験を24日から来月2日まで実施する。一方、米国ではホワイトハウスがステーバルコイン補償について、銀行の立場に配慮した折衷案を示し、銀行とデジタル資産業界の調整を進めている。
663.0,2026-02-21 02:00:00,JCB・デジタルガレージ・りそな、渋谷のカフェで「USDC」と「JPYC」の決済実証実験へ（あたらしい経済） - Yahoo!ニュース,https://news.yahoo.co.jp/articles/2356280074d59a1092d525430eda1a2c5de335b7,news.yahoo.co.jp,実証実験、活用事例、提携・連携,0.0,JCB、デジタルガレージ、りそなホールディングス、マイナウォレット,95.0,EVT-20260219-01,2026-02-19,done,JCB、デジタルガレージ、りそなホールディングスの3社がマイナウォレット社とともに、2月24日から3月2日まで渋谷のPangaea Cafe & Barでステーブルコイン「USDC」と「JPYC」の決済実証実験を実施する。本実証実験により、ユーザー体験からブロックチェーン処理、決済後の業務に至るまで一連の決済プロセスを検証し、将来的なステーブルコイン決済の社会実装に向けた知見を蓄積する。
664.0,2026-02-21 02:00:00,渋谷カフェでUSDC・JPYC決済実験 2月24日開始 JCBなど3社検証 - ポイ探ニュース,https://www.poitan.jp/archives/165708,poitan.jp,実証実験、取扱い・対応,0.0,JCB、デジタルガレージ、りそなホールディングス、Pangaea Cafe & Bar,85.0,EVT-20260219-01,2026-02-19,done,JCB、デジタルガレージ、りそなホールディングスは2026年2月24日～3月2日にかけて、渋谷パルコDGビル内の「Pangaea Cafe & Bar」でUSDCとJPYCを用いたステーブルコイン決済の実証実験を実施する。消費者がセルフカストディウォレットを利用して暗号資産で決済し、店舗には日本円で売上が入金される仕組みを検証する。
665.0,2026-02-21 14:46:11,JPYC流通量、4.8億円へ減少｜決済インフラの拡大は続く - crypto-times.jp,https://crypto-times.jp/news-jpy-circulation-volume-falls-to-480-million-yen/,crypto-times.jp,市場・統計、取扱い・対応,0.0,株式会社Maximal、BluePay、USDC,75.0,EVT-20260218-01,2026-02-18,done,JPYCの総流通量は2月21日時点で4億8000万円となり、前週比で減少傾向にあります。一方、株式会社Maximalが2月17日より開始したステーブルコイン対応の決済インフラサービス「BluePay」など、仮想通貨を活用した決済環境の整備は着実に進んでいます。
666.0,2026-02-26 17:00:00,JPYC、LINE上のweb3ウォレット「Unifi」に採用｜Kaiaネットワーク展開も検討 - Bitget,https://www.bitget.com/ja/news/detail/12560605224982,bitget.com,取扱い・対応、提携・連携、活用事例,0.0,LINE NEXT Inc.、Unifi、Kaiaネットワーク,92.0,EVT-20260226-01,2026-02-26,done,JPYC株式会社の日本円連動ステーブルコイン「JPYC」が、LINE NEXT Inc.が近日リリース予定のweb3ウォレット「Unifi」に採用されました。LINEの1億人以上のユーザー基盤上でJPYCが利用可能になることで、一般ユーザーへの拡大が期待されます。また、JPYCはマルチチェーン展開を見据え、Kaiaネットワーク上での発行に向けた検討も開始しています。
667.0,2026-02-26 19:05:40,JPYC株式会社、HEROZと業務提携｜AIシステムの開発加速に期待 - crypto-times.jp,https://crypto-times.jp/news-jpc-co-ltd-and-heroz-enter-into-a-business-partnership/,crypto-times.jp,提携・連携、発行・資金,0.0,HEROZ株式会社、B1種優先株式、AIX（AIトランスフォーメーション）,75.0,EVT-20260226-02,2026-02-26,done,HEROZ株式会社は2月26日、JPYC株式会社との業務提携を締結し、第三者割当増資によってB1種優先株式を取得することを最終決定しました。本提携は、JPYCにおけるAIX（AIトランスフォーメーション）の検討およびAIシステムの開発・導入支援を目的としており、両社は中長期的なシナジー創出と企業価値向上を目指しています。
